,fit_time,score_time,test_explained_variance,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_r2,test_neg_rmse,algorithm
0,0.13070225715637207,1.2407276630401611,0.9997396686424261,-3.1158389411518583,-181.48224083644502,0.9997376385129505,-13.471534464805597,knn
1,0.13143515586853027,1.1175544261932373,0.9997789077072035,-2.620881824804725,-154.40980864176117,0.999777269696889,-12.426174336526957,knn
2,0.11263322830200195,0.9399209022521973,0.999926890700694,-1.3576790591349654,-50.669782684067954,0.999926749092614,-7.11827104598216,knn
3,0.11680221557617188,1.1852455139160156,0.9998054839767951,-2.572205237723605,-135.02235855313367,0.9998047722935832,-11.619912157720199,knn
4,0.06470561027526855,0.6936192512512207,0.9985357034511514,-7.719887197524647,-1015.6840114493015,0.9985356841393969,-31.8697977942958,knn
0,0.015622138977050781,0.003014802932739258,0.9937245227600282,-51.997640271146636,-5735.737591052012,0.991708077678683,-75.7346525115948,rr
1,0.013417243957519531,0.002634286880493164,0.9930370242179287,-52.52156818646408,-5796.806817585764,0.9916383256289593,-76.13676390276753,rr
2,0.013817787170410156,0.002669811248779297,0.9923538263070748,-52.32419037307916,-5303.72364849326,0.9923326576670152,-72.82666852529546,rr
3,0.013286352157592773,0.003912448883056641,0.9922778337959909,-69.40505004246712,-7493.929382596548,0.9891645897680125,-86.56748455740497,rr
4,0.013237714767456055,0.0027077198028564453,0.9942355931827151,-50.56847610161878,-4706.577706497544,0.9932145073594776,-68.60450208621548,rr
0,24.303818941116333,6.592118263244629,0.9991661561917987,-15.864097163713515,-736.2618928701328,0.998935616156264,-27.13414625283303,svr
1,23.927381992340088,6.8307507038116455,0.9992560339374406,-14.449475598858234,-610.8883363420026,0.9991188167026608,-24.71615537137608,svr
2,23.90000319480896,7.188321828842163,0.9993909251622394,-12.954740371721671,-463.91158855818526,0.9993293449663945,-21.53860693169791,svr
3,25.462379693984985,7.275844573974609,0.9989736361992444,-20.798500524719763,-892.2809759745777,0.9987098583502354,-29.871072561503006,svr
4,22.300447940826416,6.612548828125,0.9933342034895963,-36.069039731903544,-5322.944020294188,0.9923258894831893,-72.95850889577025,svr
